A1A	A1B	A1C	A2A	A2B	A2C	A3A	A3B	A3C	A4A	A4B	A4C	A5A	A5B	A5C	A6A	A6B	A6C	A7A	A7B	A7C	J1A	J1B	J1C	J2A	J2B	J2C	J3A	J3B	J3C	J4A	J4B	J4C	J5A	J5B	J5C	J6A	J6B	J6C	J7A	J7B	J7C	O1A	O1B	O1C	O2A	O2B	O2C	O3A	O3B	O3C	O4A	O4B	O4C	O5A	O5B	O5C	O6A	O6B	O6C	O7A	O7B	O7C
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
1	5	1	10	9	15	8	7	1	0	1	53	0	0	2	2	27	5	2	0	3	8	0	0	8	0	4	0	11	3	27	7	49	11	8	3	3	5	0	29	16	32	0	3	1	0	78	5	5	73	12	0	63	0	3	25	4	5	23	15	15	10	9
18	18	5	0	0	0	3	0	0	0	0	2	4	0	14	4	7	7	0	6	0	6	0	0	0	1	8	0	12	0	45	3	20	6	5	1	9	17	7	86	7	9	0	2	0	32	5	3	0	5	6	1	12	1	11	1	5	2	14	3	5	0	36
0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	71	0	7	9	15	0	0	0	0	0	0	0	0	11	0	3	3	1	0	0	0	1	0	6	86	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	8	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	5	0	2	0	0	1	0	0	3	0	0	34	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	74	10	82	7	21	6	4	23	0	7	5	8	2	2	6	12	4	9	4	48	0	0	3	13	0	9	25	35	7	50	4	113	23	2	25	53	7	4	57	143	64	8	87	188	6	92	13	16	5	7	2	12	7	8	15	24	0	17	14	2	5	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
0	0	0	7	0	21	24	1	0	8	25	2	9	9	66	0	3	4	0	0	13	0	0	0	16	33	12	19	77	15	6	8	4	39	8	60	1	23	30	0	0	0	1	5	5	31	121	32	85	53	19	93	1	45	180	49	32	146	6	12	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	10900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	8	3768	2	2	0	3	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	20	0	127	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	13	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0
0	0	0	0	1	6	4	5	2	10	0	28	42	4	0	0	4	37	37	1	2	0	0	0	10	2	0	0	45	0	2	0	0	12	0	0	0	19	1	0	1	0	4	0	0	0	0	0	0	20	21	0	0	0	0	0	0	1	0	0	0	0	8
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	182	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	47	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	35	10	0	0	0	0	0	0	117	0	0	0	63	0	0	0	0
0	0	0	75	0	39	1	2	6	1	0	1	1	2	0	0	0	5	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	9	0	0	2	2	0	1	6	0	0	1	0	115	2	0	0	0	0	0	1	3
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	6	0	0	0
0	1	0	1	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	3	2	0	0	5	0	0	0	2	5	0	4	3	3	0	0	0	0	0	3	0	0	0	2	6	0	0	2	0	0	4
0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	1	0	0	0	0	2	0	2	7	7	4	0	0	0	6	2	0	0	4	2	0	0	0	4	0	2	0	1	4	8	1	1	3	2	37	0	4	2	1	1	0	3	1	0	0	0	0	0	17	0	0	0	1	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	18	33	86	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	1	0	1	0	0	0	0	1	39	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	0	6	56	4	0	0	0	0	0	0	0	3	0	0	6	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	1	0
0	0	11	0	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	3	11	4	0	8	2	0	0	4	0	0	0	2	1	0	2	0	0	0	1	11	0	6	0	11	1	0	2	0	1	0	0	1	2	1	0	1	0	22	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	2
10	15	193	7	60	12	2	0	6	148	55	31	51	5	44	23	40	4	65	13	3	4	2	60	159	7	730	1	13	272	199	12	4	47	420	537	349	10	9	25	181	344	11	8	2	7	85	9	207	6	0	13	22	28	27	8	23	78	10	24	9	59	119
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	9	0	6	0	0	0	0	1	0	0	0	2	0	0	9	2	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	1	1	0	0	0	3
0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	3	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	15	2	3	1	1	0	385	0	4	10	0	1	10	0	0	50	0	0	78	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	3	0	2	0	9	0	0	1	0	0	9	0	0	5	0	0	31	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	2	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	12	0	3	3	0	0
0	2	1	12	11	3	5	0	7	0	8	3	1	6	4	2	5	49	14	5	28	1	0	9	18	6	14	31	29	13	11	13	5	0	5	5	4	7	16	7	10	7	7	50	105	5	4	50	20	9	34	16	16	14	22	9	2	25	4	5	38	13	7
0	1	0	52	13	2	2	7	7	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	10	0	8	3	2	1	0	0	0	0	0	0	0	0	1	0	8	11	0	3	8	42	24	0	5	21	5	1	9	1	7	11	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	23	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	0	0	0	0	1	5	0	6	0	0	0	0	0	0	0	0	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	8	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	1	0	7	7	0	0	0	0	0	6	2	10	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	12	2	0	0	2	24	14	24	0	1	2	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	11	0
0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	2	0	3	1	0	0
0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	2
0	0	0	2	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7
6	5	28	7	8	1	2	7	2	0	113	6	14	4	0	6	13	6	0	0	0	0	1	0	13	17	20	0	12	0	19	0	0	0	0	3	30	8	0	17	6	0	0	0	3	0	4	0	0	0	0	13	12	21	0	3	21	0	0	0	18	4	0
0	0	0	0	8	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	105	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	108	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	50	0	0	0	1	49	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	58	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
0	0	0	0	6	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	5	0	87	6	3	22	12	84	136	81	50	38	133	80	23	17	58	129	129	278	0	0	16	49	0	0	0	0	0	0	3	3	0	0	0	3	5	0	85	35	4	0	2	1	1	0	0	0	16	3	124	76	141	0	15	37	22	11	14	676	264	85
0	0	0	0	0	0	0	0	1	99	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	114	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	12	40	0	2	13	11	0	9	38	3	18	24	15	23	7	7	0	0	0	0	13	0	17	5	8	7	0	49	0	100	28	0	160	27	22	1	2	0	0	13	18	16	23	20	4	3	19	41	0	11	7	2	3	14	7	22	0	11	146	0	43	0
